PROBEID	GENENAME
213993_at	spondin 1, extracellular matrix protein
213994_s_at	spondin 1, extracellular matrix protein
213995_at	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)
213996_at	yippee-like 1
213997_at	family with sequence similarity 189, member A1
213998_s_at	DEAD (Asp-Glu-Ala-Asp) box helicase 17
213999_at	Yip1 domain family, member 4
214000_s_at	regulator of G-protein signaling 10
214001_x_at	ribosomal protein S10
214002_at	myosin, light chain 6, alkali, smooth muscle and non-muscle
214003_x_at	ribosomal protein S20
214003_x_at	small nucleolar RNA, C/D box 54
214004_s_at	vestigial-like family member 4
214005_at	gamma-glutamyl carboxylase
214006_s_at	gamma-glutamyl carboxylase
214007_s_at	twinfilin actin binding protein 1
214008_at	twinfilin actin binding protein 1
214009_at	male-specific lethal 3 homolog (Drosophila)
214010_s_at	ATPase, class II, type 9B
214011_s_at	NOP16 nucleolar protein
214012_at	endoplasmic reticulum aminopeptidase 1
214013_s_at	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1
214014_at	CDC42 effector protein (Rho GTPase binding) 2
214015_at	suppressor of cytokine signaling 7
214016_s_at	splicing factor proline/glutamine-rich
214017_s_at	DEAH (Asp-Glu-Ala-His) box polypeptide 34
214018_at	glutamate receptor interacting protein 1
214019_at	NA
214020_x_at	integrin, beta 5
214021_x_at	integrin, beta 5
214022_s_at	interferon induced transmembrane protein 1
214023_x_at	tubulin, beta 2B class IIb
214024_s_at	DiGeorge syndrome critical region gene 6-like
214025_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28
214026_s_at	sprouty-related, EVH1 domain containing 2
214027_x_at	SPT20 homolog, SAGA complex component
214027_x_at	desmin
214028_x_at	tudor domain containing 3
214029_at	solute carrier family 25, member 42
214030_at	beta-gamma crystallin domain containing 3
214031_s_at	keratin 7, type II
214032_at	zeta-chain (TCR) associated protein kinase 70kDa
214033_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 6
214033_at	ATP-binding cassette, sub-family C, member 6 pseudogene 1 (functional)
214033_at	ATP-binding cassette, sub-family C, member 6 pseudogene 2
214034_at	endoplasmic reticulum aminopeptidase 1
214035_x_at	NA
214036_at	ephrin-A5
214037_s_at	coiled-coil domain containing 22
214038_at	chemokine (C-C motif) ligand 8
214039_s_at	lysosomal protein transmembrane 4 beta
214040_s_at	gelsolin
214041_x_at	ribosomal protein L37a
214042_s_at	ribosomal protein L22
214043_at	protein tyrosine phosphatase, receptor type, D
214044_at	ryanodine receptor 2 (cardiac)
214045_at	lipoic acid synthetase
214046_at	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)
214047_s_at	methyl-CpG binding domain 4 DNA glycosylase
214048_at	methyl-CpG binding domain 4 DNA glycosylase
214049_x_at	CD7 molecule
214050_at	CGG triplet repeat binding protein 1
214051_at	thymosin beta 15B
214051_at	thymosin beta 15a
214052_x_at	proline-rich coiled-coil 2C
214053_at	erb-b2 receptor tyrosine kinase 4
214054_at	docking protein 2, 56kDa
214055_x_at	proline-rich coiled-coil 2C
214056_at	myeloid cell leukemia 1
214057_at	myeloid cell leukemia 1
214058_at	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
214059_at	interferon-induced protein 44
214060_at	single-stranded DNA binding protein 1, mitochondrial
214061_at	TBC1 domain family, member 31
214062_x_at	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta
214063_s_at	transferrin
214064_at	transferrin
214065_s_at	calcium and integrin binding family member 2
214066_x_at	natriuretic peptide receptor 2
214067_at	TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)
214068_at	brain expressed, associated with NEDD4, 1
214069_at	acyl-CoA synthetase medium-chain family member 2B
214069_at	acyl-CoA synthetase medium-chain family member 2A
214070_s_at	ATPase, class V, type 10B
214071_at	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type
214072_x_at	neudesin neurotrophic factor
214073_at	cortactin
214074_s_at	cortactin
214075_at	neudesin neurotrophic factor
214076_at	glucose-fructose oxidoreductase domain containing 2
214077_x_at	Meis homeobox 3 pseudogene 1
214078_at	NA
214079_at	dehydrogenase/reductase (SDR family) member 2
214080_x_at	protein kinase C substrate 80K-H
214081_at	plexin domain containing 1
214082_at	carbonic anhydrase VB, mitochondrial
214083_at	protein phosphatase 2, regulatory subunit B', gamma
214084_x_at	neutrophil cytosolic factor 1B pseudogene
214084_x_at	neutrophil cytosolic factor 1
214085_x_at	GLI pathogenesis-related 1
214086_s_at	poly (ADP-ribose) polymerase 2
214087_s_at	myosin binding protein C, slow type
214088_s_at	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)
214089_at	ribosomal protein S8
214090_at	PRKC, apoptosis, WT1, regulator
214091_s_at	glutathione peroxidase 3
214092_x_at	SURP and G patch domain containing 2
214093_s_at	far upstream element (FUSE) binding protein 1
214094_at	far upstream element (FUSE) binding protein 1
214095_at	serine hydroxymethyltransferase 2 (mitochondrial)
214096_s_at	serine hydroxymethyltransferase 2 (mitochondrial)
214097_at	ribosomal protein S21
214098_at	KIAA1107
214099_s_at	phosphodiesterase 4D interacting protein-like
214099_s_at	phosphodiesterase 4D interacting protein
214099_s_at	uncharacterized LOC100996761
214100_x_at	NOP2/Sun domain family, member 5 pseudogene 1
214101_s_at	aminopeptidase puromycin sensitive
214102_at	NA
214103_s_at	RAP2A, member of RAS oncogene family
214104_at	G protein-coupled receptor 161
214105_at	suppressor of cytokine signaling 3
214106_s_at	GDP-mannose 4,6-dehydratase
214107_x_at	aminopeptidase puromycin sensitive pseudogene
214108_at	MYC associated factor X
214109_at	LPS-responsive vesicle trafficking, beach and anchor containing
214110_s_at	lymphocyte-specific protein 1 pseudogene
214111_at	opioid binding protein/cell adhesion molecule-like
214112_s_at	chromosome X open reading frame 40A
214112_s_at	chromosome X open reading frame 40B
214113_s_at	RNA binding motif protein 8A
214114_x_at	Fas-activated serine/threonine kinase
214115_at	vesicle-associated membrane protein 5
214116_at	biotinidase
214117_s_at	biotinidase
214118_x_at	pericentriolar material 1
214119_s_at	FK506 binding protein 1A, 12kDa
214120_at	RFPL1 antisense RNA 1
214121_x_at	PDZ and LIM domain 7 (enigma)
214122_at	PDZ and LIM domain 7 (enigma)
214123_s_at	NOP14 antisense RNA 1
214124_x_at	FGFR1 oncogene partner
214125_s_at	neudesin neurotrophic factor
214126_at	NA
214127_s_at	serrate, RNA effector molecule
214128_at	diacylglycerol lipase, alpha
214129_at	phosphodiesterase 4D interacting protein
214129_at	phosphodiesterase 4D interacting protein-like
214129_at	uncharacterized LOC100996761
214130_s_at	phosphodiesterase 4D interacting protein
214130_s_at	phosphodiesterase 4D interacting protein-like
214130_s_at	uncharacterized LOC100996761
214131_at	taxilin gamma pseudogene, Y-linked
214132_at	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
214133_at	mucin 6, oligomeric mucus/gel-forming
214134_at	KIAA1211-like
214135_at	claudin 18
214136_at	nudix (nucleoside diphosphate linked moiety X)-type motif 13
214137_at	protein tyrosine phosphatase, receptor type, J
214138_at	zinc finger protein 79
214139_at	AT rich interactive domain 4B (RBP1-like)
214140_at	solute carrier family 25 (mitochondrial carrier), member 16
214141_x_at	serine/arginine-rich splicing factor 7
214142_at	zymogen granule protein 16
214143_x_at	ribosomal protein L24
214144_at	polymerase (RNA) II (DNA directed) polypeptide D
214145_s_at	spectrin, beta, erythrocytic
214146_s_at	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)
214147_at	maestro heat-like repeat family member 7
214148_at	uncharacterized LOC100507424
214148_at	integrin alpha FG-GAP repeat containing 2
214149_s_at	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1
214150_x_at	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1
214151_s_at	cell cycle progression 1
214151_s_at	DYX1C1-CCPG1 readthrough (NMD candidate)
214152_at	cell cycle progression 1
214152_at	DYX1C1-CCPG1 readthrough (NMD candidate)
214153_at	ELOVL fatty acid elongase 5
214154_s_at	plakophilin 2
214155_s_at	La ribonucleoprotein domain family, member 4
214156_at	myosin VIIA and Rab interacting protein
214157_at	GNAS complex locus
214158_s_at	fatty acid binding protein 1, liver
214158_s_at	PR domain containing 10
214159_at	phospholipase C, epsilon 1
214160_at	cyclin-dependent kinase 6
214161_at	oxidative stress induced growth inhibitor family member 2
214162_at	uncharacterized LOC284244
214162_at	additional sex combs like transcriptional regulator 3
214163_at	heat shock protein family B (small), member 11
214164_x_at	carbonic anhydrase XII
214165_s_at	heparan sulfate 6-O-sulfotransferase 1
214166_at	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
214167_s_at	ribosomal protein, large, P0
214168_s_at	tight junction protein 1
214169_at	Sad1 and UNC84 domain containing 1
214170_x_at	fumarate hydratase
214171_s_at	U2 small nuclear RNA auxiliary factor 2
214172_x_at	receptor-like tyrosine kinase
214173_x_at	URI1, prefoldin-like chaperone
214174_s_at	PDZ and LIM domain 4
214175_x_at	PDZ and LIM domain 4
214176_s_at	pre-B-cell leukemia homeobox interacting protein 1
214177_s_at	pre-B-cell leukemia homeobox interacting protein 1
214178_s_at	SRY (sex determining region Y)-box 2
214179_s_at	nuclear factor, erythroid 2-like 1
214180_at	mannosidase, alpha, class 1C, member 1
214181_x_at	leukocyte specific transcript 1
214182_at	NA
214183_s_at	transketolase-like 1
214184_at	neuropeptide FF-amide peptide precursor
214185_at	KH domain containing, RNA binding, signal transduction associated 1
214186_s_at	HLA complex group 26 (non-protein coding)
214187_x_at	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like
214188_at	NA
214189_s_at	golgi-associated, gamma adaptin ear containing, ARF binding protein 2
214190_x_at	golgi-associated, gamma adaptin ear containing, ARF binding protein 2
214191_at	islet cell autoantigen 1, 69kDa
214192_at	nucleoporin 88kDa
214193_s_at	digestive organ expansion factor homolog (zebrafish)
214194_at	bora, aurora kinase A activator
214194_at	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
214195_at	tripeptidyl peptidase I
214196_s_at	tripeptidyl peptidase I
214197_s_at	SET domain, bifurcated 1
214198_s_at	DiGeorge syndrome critical region gene 2
214199_at	surfactant protein D
214200_s_at	collagen, type VI, alpha 1
214201_x_at	proline-rich coiled-coil 2A
214202_at	NA
214203_s_at	proline dehydrogenase (oxidase) 1
214203_s_at	proline dehydrogenase 1, mitochondrial
214204_at	PARK2 co-regulated
214205_x_at	glutaredoxin 3
214206_at	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)
214206_at	peptidylprolyl isomerase (cyclophilin)-like 6
214207_s_at	caspase recruitment domain family, member 10
214208_at	kelch-like family member 35
214209_s_at	ATP-binding cassette, sub-family B (MDR/TAP), member 9
214210_at	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17
214211_at	ferritin, heavy polypeptide 1
214212_x_at	fermitin family member 2
214213_x_at	lamin A/C
214214_s_at	complement component 1, q subcomponent binding protein
214215_s_at	La ribonucleoprotein domain family, member 4B
214216_s_at	La ribonucleoprotein domain family, member 4B
214217_at	glutamate receptor, metabotropic 5
214218_s_at	X inactive specific transcript (non-protein coding)
214219_x_at	mitogen-activated protein kinase kinase kinase kinase 1
214220_s_at	Alstrom syndrome protein 1
214221_at	Alstrom syndrome protein 1
214222_at	dynein, axonemal, heavy chain 7
214223_at	protein tyrosine phosphatase type IVA, member 3
214224_s_at	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
214225_at	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
214226_at	protease, serine, 53
214227_at	guanine nucleotide binding protein (G protein), gamma 7
214228_x_at	tumor necrosis factor receptor superfamily, member 4
214229_at	dynein, axonemal, heavy chain 17
214230_at	cell division cycle 42
214231_s_at	von Willebrand factor A domain containing 8
214232_at	ATP-binding cassette, sub-family F (GCN20), member 2
214233_at	golgi-associated, gamma adaptin ear containing, ARF binding protein 2
214234_s_at	cytochrome P450, family 3, subfamily A, polypeptide 5
214235_at	cytochrome P450, family 3, subfamily A, polypeptide 5
214236_at	NA
214237_x_at	PRKC, apoptosis, WT1, regulator
214238_at	NA
214239_x_at	CDGSH iron sulfur domain 3
214239_x_at	polycomb group ring finger 2
214240_at	galanin/GMAP prepropeptide
214241_at	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa
214242_at	mannosidase, alpha, class 1A, member 2
214243_s_at	serine hydrolase-like 2
214243_s_at	serine hydrolase-like (pseudogene)
214244_s_at	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1
214245_at	ribosomal protein S14
214246_x_at	misshapen-like kinase 1
214247_s_at	dickkopf WNT signaling pathway inhibitor 3
214248_s_at	tripartite motif containing 2
214249_at	tripartite motif containing 2
214250_at	nuclear mitotic apparatus protein 1
214251_s_at	nuclear mitotic apparatus protein 1
214252_s_at	ceroid-lipofuscinosis, neuronal 5
214253_s_at	dystrobrevin, beta
214254_at	melanoma antigen family A4
214255_at	ATPase, class V, type 10A
214256_at	ATPase, class V, type 10A
214257_s_at	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
214258_x_at	K(lysine) acetyltransferase 5
214259_s_at	aldo-keto reductase family 7, member A2
214260_at	COP9 signalosome subunit 8
214261_s_at	alcohol dehydrogenase 6 (class V)
214262_at	thyroid hormone receptor interactor 6
214262_at	microRNA 6875
214263_x_at	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa
214264_s_at	EF-hand calcium binding domain 11
214265_at	integrin, alpha 8
214266_s_at	PDZ and LIM domain 7 (enigma)
214267_s_at	cell adhesion molecule 4
214268_s_at	myotubularin related protein 4
214269_at	major facilitator superfamily domain containing 7
214270_s_at	microtubule-associated protein, RP/EB family, member 3
214271_x_at	ribosomal protein L12
214272_at	cylindromatosis (turban tumor syndrome)
214273_x_at	NPR3-like, GATOR1 complex subunit
214274_s_at	acetyl-CoA acyltransferase 1
214275_at	mediator complex subunit 12
214276_at	Kruppel-like factor 12
214277_at	COX11 cytochrome c oxidase copper chaperone
214278_s_at	NDRG family member 2
214279_s_at	NDRG family member 2
214280_x_at	heterogeneous nuclear ribonucleoprotein A1
214281_s_at	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase
214282_at	ceruloplasmin (ferroxidase)
214283_at	intraflagellar transport 20
214283_at	transmembrane protein 97
214284_s_at	fibroblast growth factor 18
214285_at	fatty acid binding protein 3, muscle and heart
214286_at	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1
214287_s_at	cyclin-dependent kinase 13
214288_s_at	proteasome subunit beta 1
214289_at	proteasome subunit beta 1
214290_s_at	histone cluster 2, H2aa3
214290_s_at	histone cluster 2, H2aa4
214291_at	ribosomal protein L17
214291_at	small nucleolar RNA, C/D box 58B
214291_at	small nucleolar RNA, C/D box 58A
214291_at	small nucleolar RNA, C/D box 58C
214291_at	RPL17-C18orf32 readthrough
214292_at	integrin, beta 4
214293_at	septin 11
214294_at	uncharacterized LOC57235
214295_at	uncharacterized LOC57235
214296_x_at	IZUMO family member 4
214297_at	chondroitin sulfate proteoglycan 4
214298_x_at	septin 6
214299_at	topoisomerase (DNA) III alpha
214300_s_at	topoisomerase (DNA) III alpha
214301_s_at	dihydropyrimidinase-like 4
214302_x_at	gap junction protein, gamma 2, 47kDa
214303_x_at	mucin 5AC, oligomeric mucus/gel-forming
214304_x_at	synemin, intermediate filament protein
214305_s_at	splicing factor 3b, subunit 1, 155kDa
214306_at	optic atrophy 1 (autosomal dominant)
214307_at	homogentisate 1,2-dioxygenase
